paper_index,label,index
18591400,3,829
15021977,2,830
6486211,2,831
14557471,2,832
15855318,3,833
9302851,2,834
18346991,2,835
17682657,3,836
17632702,2,837
3072143,3,838
7497850,3,839
12081851,3,840
15491494,3,841
16855264,3,842
10334323,2,843
7267029,2,844
11719900,2,845
10752954,1,846
8647206,2,847
15480796,2,848
8804356,1,849
14502105,3,850
10797377,2,851
17259401,2,852
3606574,1,853
7614998,2,854
8706342,2,855
16555581,3,856
18319304,3,857
16823476,3,858
15919790,3,859
152805,1,860
16538489,3,861
11269889,2,862
17827400,3,863
870355,2,864
9609134,2,865
17356989,3,866
16627391,3,867
9760954,3,868
17490448,1,869
16542628,3,870
9314756,2,871
11718053,3,872
17550719,2,873
18560894,3,874
16306544,2,875
2442195,3,876
12181126,3,877
1516513,2,878
3889241,1,879
11827247,3,880
3281897,1,881
429493,2,882
9223390,2,883
14715866,3,884
10964123,3,885
3054357,3,886
3236020,2,887
14646372,3,888
2357919,3,889
17174749,2,890
19330251,1,891
7744214,2,892
3470766,1,893
8806248,2,894
16609877,1,895
15663183,1,896
19949652,2,897
18246189,3,898
6263105,1,899
19734900,3,900
17223217,3,901
8737025,3,902
12763479,2,903
16291411,3,904
7564117,2,905
1991440,2,906
9391186,2,907
15767618,3,908
12488964,2,909
10966133,1,910
15628811,2,911
17509149,2,912
9451466,3,913
19423844,2,914
154403,1,915
11168343,2,916
3962581,1,917
11723070,3,918
8419906,1,919
6966615,1,920
15857224,2,921
9279485,2,922
2759556,2,923
761710,1,924
16708716,2,925
2967708,1,926
3109992,1,927
15834701,2,928
3514330,1,929
2254465,1,930
16123505,3,931
10190928,2,932
15537471,2,933
15165998,3,934
16895894,3,935
3309126,1,936
16679475,3,937
18985156,3,938
19143819,2,939
2897395,1,940
7489754,2,941
6393353,3,942
9332132,2,943
8866560,3,944
1580275,3,945
18248490,3,946
7693843,1,947
8446612,3,948
2664520,3,949
9802726,3,950
17320449,3,951
16239637,3,952
18083536,2,953
15024641,1,954
12770974,3,955
15839181,3,956
10096786,2,957
6345999,1,958
15531816,3,959
15200348,3,960
16731448,2,961
15500899,3,962
15164169,3,963
16380498,3,964
3899806,1,965
8444242,2,966
8574952,2,967
9477383,2,968
10333946,3,969
9329975,3,970
9389427,3,971
942241,2,972
7519993,2,973
18000174,2,974
2899775,3,975
11722631,2,976
2374833,2,977
2137751,3,978
15231920,3,979
7510610,3,980
15538175,1,981
7679153,1,982
10523020,2,983
18957532,3,984
18768675,3,985
15700136,2,986
11926785,2,987
19360107,3,988
11118001,2,989
11728565,3,990
1676375,1,991
10333055,2,992
9492121,3,993
7050326,2,994
1713563,1,995
16710474,2,996
7121528,2,997
8093606,2,998
10844132,1,999
1280238,1,1000
15448105,2,1001
16332295,3,1002
2740348,1,1003
18628566,3,1004
8375243,2,1005
3684831,2,1006
18505543,2,1007
16621118,2,1008
16776847,3,1009
9505151,3,1010
9447949,1,1011
19156219,2,1012
19337558,3,1013
17327442,3,1014
6952225,1,1015
10333900,3,1016
10566598,2,1017
2204282,3,1018
12540632,2,1019
12136392,2,1020
15358230,3,1021
7851072,3,1022
1212803,1,1023
15636411,2,1024
15277376,2,1025
11327371,2,1026
2286136,3,1027
16307231,2,1028
15458456,3,1029
16627378,2,1030
7520863,1,1031
3895898,3,1032
3317053,2,1033
12829659,3,1034
9405906,3,1035
2434051,1,1036
3132411,1,1037
15842507,3,1038
11023815,1,1039
12475915,1,1040
6120949,2,1041
10102689,3,1042
17298590,3,1043
17851648,2,1044
15673357,3,1045
11043857,1,1046
2428426,1,1047
11809620,3,1048
18629366,3,1049
7587009,2,1050
9391128,3,1051
18702948,3,1052
9409324,1,1053
15662028,1,1054
9218753,2,1055
8866553,3,1056
17126559,3,1057
18790831,3,1058
16752172,3,1059
7833497,3,1060
2354748,2,1061
3968607,2,1062
10331399,2,1063
8342509,2,1064
19624828,1,1065
7485290,1,1066
18439624,3,1067
8243290,1,1068
10439311,2,1069
16801566,2,1070
15251616,2,1071
12829986,3,1072
2145188,1,1073
3002163,3,1074
12610047,2,1075
17449503,3,1076
6428844,3,1077
15963965,2,1078
9559887,1,1079
2412923,1,1080
8722072,2,1081
11962743,2,1082
10480765,2,1083
12519867,3,1084
11423493,3,1085
15631206,3,1086
10415077,2,1087
15038953,3,1088
15669780,2,1089
2302391,1,1090
3301471,1,1091
2824266,3,1092
9342428,1,1093
1936680,2,1094
9229192,2,1095
7532600,2,1096
15383562,2,1097
9449683,3,1098
8885724,1,1099
2205920,1,1100
15925745,3,1101
18250615,3,1102
8514859,3,1103
3700028,2,1104
1833113,2,1105
10404950,1,1106
18385139,2,1107
16632067,3,1108
16139131,3,1109
11016458,2,1110
8253019,2,1111
12397582,1,1112
12477292,3,1113
16770561,3,1114
8738959,2,1115
9068943,1,1116
10580422,1,1117
9538966,2,1118
2519348,2,1119
9176849,3,1120
12941712,3,1121
17721757,2,1122
15665341,3,1123
19073967,2,1124
10406747,3,1125
11947963,3,1126
8266362,1,1127
2227130,3,1128
9774113,3,1129
2886833,2,1130
17533210,3,1131
8472621,3,1132
2144023,1,1133
16142453,3,1134
2159034,2,1135
12652352,3,1136
7769136,3,1137
12916001,3,1138
12126765,3,1139
2649293,1,1140
10645822,3,1141
11717448,2,1142
12226150,2,1143
10459555,3,1144
19001303,3,1145
2419338,1,1146
2653929,3,1147
10744651,2,1148
14610276,3,1149
11423816,3,1150
512051,2,1151
15161784,3,1152
15616228,3,1153
6324976,1,1154
16757574,3,1155
1496490,2,1156
3342843,1,1157
10867713,2,1158
10903969,1,1159
7418831,1,1160
11134117,2,1161
12951631,3,1162
6165001,1,1163
11460570,3,1164
7188337,2,1165
16293781,3,1166
15845065,2,1167
3025043,1,1168
14603873,2,1169
19364331,3,1170
10331402,2,1171
6247231,1,1172
10523461,3,1173
15505001,3,1174
15975103,3,1175
12595901,2,1176
3500820,2,1177
2951219,2,1178
6370767,2,1179
10209433,2,1180
11895468,3,1181
2837418,3,1182
18270681,3,1183
15189492,2,1184
1676562,2,1185
11078464,3,1186
17688680,3,1187
12610006,2,1188
8863895,1,1189
15661873,2,1190
17192345,3,1191
8640221,3,1192
12649957,2,1193
2952408,2,1194
11590120,2,1195
17877648,3,1196
2529018,2,1197
6442088,3,1198
17846126,3,1199
6959935,2,1200
17501713,3,1201
15183899,2,1202
18799632,1,1203
18535188,3,1204
3066087,3,1205
2853680,3,1206
16842487,3,1207
18507661,2,1208
16429105,2,1209
2794065,1,1210
16981971,3,1211
16620276,2,1212
12610012,3,1213
9498053,2,1214
10545531,3,1215
16226440,2,1216
12393300,3,1217
10969850,2,1218
9685778,3,1219
3661285,3,1220
12092688,3,1221
10768087,3,1222
8454115,2,1223
7860729,2,1224
1446798,2,1225
6354812,1,1226
95802,2,1227
15276091,3,1228
9166672,3,1229
12753809,2,1230
16932311,3,1231
2376300,2,1232
15569126,2,1233
8635658,2,1234
8492717,1,1235
7000594,1,1236
2163026,1,1237
9926523,2,1238
17150299,1,1239
2443415,1,1240
10330425,2,1241
19174497,3,1242
16322274,2,1243
10389851,1,1244
3275554,2,1245
8906855,2,1246
11596670,3,1247
12882841,3,1248
15189750,3,1249
1338389,3,1250
7758261,2,1251
9916130,1,1252
8132775,2,1253
12939735,3,1254
9288575,1,1255
2354749,3,1256
12379575,3,1257
10983198,3,1258
17660723,3,1259
15952404,3,1260
1506511,2,1261
12145226,3,1262
18678618,3,1263
7988783,2,1264
8920883,2,1265
8172873,3,1266
1647924,2,1267
6208327,1,1268
8422831,2,1269
8776222,3,1270
9177239,3,1271
19956093,2,1272
14984448,3,1273
7729619,1,1274
11452218,3,1275
8087927,3,1276
15892654,3,1277
15223230,2,1278
1879886,3,1279
9112017,3,1280
11448655,3,1281
6234160,1,1282
16931765,3,1283
15362966,3,1284
12725705,3,1285
9608544,3,1286
18717762,3,1287
15304647,2,1288
14693977,3,1289
2356856,1,1290
11999343,1,1291
10906831,3,1292
8772718,2,1293
7756588,1,1294
12352875,2,1295
15111501,2,1296
14510863,3,1297
9839106,3,1298
3899554,3,1299
16110329,2,1300
1457752,2,1301
18698221,3,1302
1734985,2,1303
12145227,3,1304
15181049,3,1305
18487475,3,1306
12379578,3,1307
17337758,3,1308
16305061,3,1309
17028898,3,1310
8359106,3,1311
16357802,3,1312
15498090,3,1313
12819898,3,1314
16960160,3,1315
8279544,3,1316
11318596,2,1317
7787143,1,1318
12765946,1,1319
17143333,2,1320
18436086,3,1321
3924692,2,1322
9284719,3,1323
10855538,3,1324
8373434,1,1325
16114542,3,1326
17054600,2,1327
17515250,3,1328
18596543,1,1329
3899830,2,1330
14747214,3,1331
16514546,2,1332
3414660,3,1333
15650145,3,1334
17201925,2,1335
1733815,3,1336
2965652,1,1337
15459003,3,1338
2295694,1,1339
8349802,1,1340
9867222,2,1341
10372246,3,1342
9288543,3,1343
17620445,2,1344
17337769,2,1345
11744505,2,1346
7895950,1,1347
2705464,2,1348
8098789,2,1349
2789462,2,1350
16324918,3,1351
12482639,2,1352
12351431,3,1353
17878288,1,1354
18487477,2,1355
2145090,1,1356
10705348,1,1357
8458394,1,1358
17456847,3,1359
8857919,3,1360
18182154,3,1361
3157432,1,1362
2567255,2,1363
11410111,3,1364
1899928,3,1365
17003360,3,1366
12797714,3,1367
10331418,3,1368
10604384,1,1369
15337169,1,1370
16722832,3,1371
6220083,1,1372
16026364,2,1373
973614,2,1374
2702899,2,1375
9535774,1,1376
3304781,2,1377
11023148,3,1378
18022276,2,1379
9104378,2,1380
16330291,3,1381
16156896,3,1382
6853683,2,1383
9405294,1,1384
2301354,3,1385
12039106,2,1386
15925011,3,1387
17027963,3,1388
9274546,2,1389
16389894,2,1390
16384535,2,1391
7821746,2,1392
171799,1,1393
10202002,2,1394
2026583,1,1395
10051618,3,1396
16738155,2,1397
10404427,1,1398
10478880,3,1399
16644708,1,1400
2695377,2,1401
1762695,1,1402
10674967,2,1403
9592637,2,1404
15376194,2,1405
10954899,2,1406
3937338,2,1407
15546428,3,1408
10656226,2,1409
14666367,1,1410
1727731,2,1411
11213867,3,1412
7708068,2,1413
7990710,3,1414
8816970,2,1415
6449703,1,1416
12401759,2,1417
8562738,2,1418
9519018,3,1419
4834889,1,1420
1401068,3,1421
10792555,3,1422
109383,1,1423
1990188,2,1424
8307249,1,1425
19545451,3,1426
11756320,3,1427
11399938,3,1428
7589853,1,1429
2708851,1,1430
15353407,3,1431
12025968,1,1432
18689694,2,1433
15537844,2,1434
1833119,2,1435
11472422,2,1436
9356046,2,1437
19538749,1,1438
8892716,2,1439
3531381,1,1440
9827694,2,1441
8450063,2,1442
7580706,3,1443
1592883,2,1444
8720609,3,1445
2154133,1,1446
11095596,2,1447
17988433,2,1448
18931037,3,1449
1644248,3,1450
10189563,3,1451
11246881,3,1452
3904728,1,1453
7515187,2,1454
2511765,1,1455
9507963,1,1456
7790825,2,1457
8008349,2,1458
15621169,1,1459
17259482,3,1460
16423284,1,1461
3511311,2,1462
15304632,3,1463
7436840,1,1464
12039919,2,1465
7685354,1,1466
11334424,3,1467
14760042,3,1468
11808892,2,1469
9357799,3,1470
3428496,3,1471
18241232,2,1472
10702770,3,1473
8886564,3,1474
6376247,1,1475
17054445,2,1476
6313456,2,1477
1485949,2,1478
10527292,3,1479
2707516,2,1480
2879757,3,1481
17443369,3,1482
17909099,3,1483
16675714,2,1484
14657831,2,1485
16826799,2,1486
2050755,1,1487
11522664,2,1488
2379869,1,1489
9540019,2,1490
7867189,2,1491
2655472,3,1492
11719843,3,1493
15839187,3,1494
18348689,3,1495
11937101,1,1496
9054944,2,1497
10868967,3,1498
17065336,3,1499
7587919,3,1500
9790166,3,1501
14982263,3,1502
12416662,2,1503
16644679,1,1504
6872353,2,1505
10643211,3,1506
17959864,2,1507
6752947,1,1508
7672483,2,1509
3984731,2,1510
17625220,3,1511
12774164,3,1512
9699088,2,1513
2643309,2,1514
10334317,1,1515
3582820,2,1516
7002677,1,1517
16814095,2,1518
12242459,2,1519
19018006,2,1520
9925343,2,1521
17466274,3,1522
1835345,1,1523
2022304,2,1524
3309229,2,1525
7689498,2,1526
3901005,1,1527
8238377,1,1528
3030621,2,1529
8379914,2,1530
2211981,2,1531
8911981,3,1532
16799398,1,1533
1397717,1,1534
12823642,2,1535
16284649,3,1536
16948621,3,1537
8621005,3,1538
18487452,1,1539
6383915,1,1540
3065112,3,1541
9188514,3,1542
6448276,1,1543
2005215,3,1544
15692810,2,1545
2139396,2,1546
11943743,3,1547
2478426,3,1548
9028718,2,1549
7047281,1,1550
8243877,2,1551
12719201,3,1552
12965105,2,1553
15292324,2,1554
9075813,2,1555
14530204,3,1556
12856083,2,1557
18633594,2,1558
6336344,2,1559
11118008,3,1560
9285498,1,1561
7001256,1,1562
1425153,2,1563
3652479,2,1564
7867883,2,1565
3378683,1,1566
2970982,1,1567
1625683,1,1568
17592243,1,1569
10652999,2,1570
17381502,3,1571
11454665,1,1572
16123486,3,1573
6613912,1,1574
7486814,1,1575
12637983,2,1576
11158011,2,1577
10571782,1,1578
1303681,2,1579
18782903,2,1580
16470599,2,1581
12829658,3,1582
3394834,1,1583
1825454,1,1584
12217882,1,1585
15562205,3,1586
2257997,3,1587
17065668,3,1588
8811520,2,1589
16050943,2,1590
15855346,1,1591
12453904,3,1592
3038641,2,1593
9479561,2,1594
11874946,2,1595
2947762,2,1596
6642086,1,1597
15677777,3,1598
18605991,3,1599
11220296,3,1600
8090511,1,1601
1829330,1,1602
10868945,3,1603
16034410,3,1604
17453392,1,1605
6218080,1,1606
11756350,3,1607
11678974,3,1608
17226113,3,1609
9688898,2,1610
11815468,3,1611
14764791,3,1612
16164693,2,1613
12765972,3,1614
6865770,1,1615
10642930,1,1616
10332688,3,1617
2656351,1,1618
17884455,3,1619
10541297,2,1620
11967819,3,1621
1099993,1,1622
16834874,3,1623
18269685,3,1624
17506119,3,1625
77236,2,1626
7813813,1,1627
9028685,3,1628
9051388,2,1629
12882871,3,1630
9146975,3,1631
7555503,3,1632
18215172,3,1633
2654288,1,1634
6416540,2,1635
1415621,1,1636
15561963,3,1637
15333474,3,1638
8352278,2,1639
16295523,2,1640
17720895,3,1641
3543053,3,1642
12086760,3,1643
7729603,3,1644
9771706,2,1645
8150229,1,1646
2506115,1,1647
6182390,1,1648
12610056,3,1649
19171059,3,1650
14713699,3,1651
11350782,3,1652
15504986,2,1653
7657822,2,1654
8349042,2,1655
17559835,1,1656
8281737,2,1657
8167387,2,1658
9269698,3,1659
6348255,1,1660
2653747,2,1661
11423471,2,1662
18764943,1,1663
3698781,3,1664
2060429,3,1665
9051394,3,1666
